Id,Nome,Categoria,Sub-categoria,Valor,Sistema ,Fisico ,Situação,Data,Motivo,Resolvido ? ,Como ?
23024,Tampa Traseira iPhone 8 - Red,Manutenção Carcaça/Vidro Traseiro,M. iPhone 8,"0,00",2,2,OK,2025-08-15,,,
23910,Vidro e touchscreen com LCD iPhone 8 - Branco,Manutenção LCD/ Touch,M. iPhone 8,"350,00",2,2,OK,2025-08-15,,,
23966,Tampa de vidro com lente traseira para iPhone 8 Dourado,Manutenção Carcaça/Vidro Traseiro,M. iPhone 8,"200,00",1,2,Divergente,2025-08-15,Gerar novo codigo ,Sim,
23970,Câmera Traseira para iPhone 8/SE 2,Manutenção Câmera,M. iPhone 8,"250,00",1,1,OK,2025-08-15,,,
23972,Câmera Frontal e Sensor para iPhone 8/SE 2,Manutenção Câmera,M. iPhone 8,"200,00",2,1,Divergente,2025-08-15,,,
23976,Conector de Carga para iPhone 8 Branco,Manutenção Conector,M. iPhone 8,"200,00",1,1,OK,2025-08-15,,,
24016,Aro com carcaça metalica para iPhone 8 Preto,Manutenção Carcaça/Vidro Traseiro,M. iPhone 8,"300,00",1,0,Divergente,2025-08-15,não encontrei,Sim,
24018,Aro com carcaça metalica para iPhone 8 Vermelho,Manutenção Carcaça/Vidro Traseiro,M. iPhone 8,"300,00",1,1,OK,2025-08-15,,,
24134,Lente de vidro da câmera traseira para iPhone 8 - Prata,Manutenção Câmera,M. iPhone 8,"100,00",1,1,OK,2025-08-15,,,
24401,Vidro e touchscreen com LCD iPhone 8/SE 2 - Preto,Manutenção LCD/ Touch,M. iPhone 8,"500,00",2,2,OK,2025-08-15,,,
24428,Tampa de vidro com lente traseira para iPhone 8 - Preta,Manutenção Carcaça/Vidro Traseiro,M. iPhone 8,"200,00",2,2,OK,2025-08-15,,,
24431,Lente de vidro da Câmera Traseira para iPhone 8 - Preta,Manutenção Câmera,M. iPhone 8,"100,00",1,1,OK,2025-08-15,,,
24690,Conector de Carga para iPhone 8 Preto,Manutenção Conector,M. iPhone 8,"200,00",1,1,OK,2025-08-15,,,
21144,Câmera Frontal e Sensor de Proximidade - iPhone 7 Plus,Manutenção Câmera,M. iPhone 7 Plus,"0,00",1,1,OK,2025-08-15,,,
21290,Flex Power/Volume - iPhone 7 Plus,Manutenção Vibra / Volume / Power,M. iPhone 7 Plus,"300,00",5,5,OK,2025-08-15,,,
21296,Bateria de iPhone 7 Plus,Manutenção Bateria,M. iPhone 7 Plus,"250,00",2,2,OK,2025-08-15,,,
21316,Speaker - iPhone 7 Plus,Manutenção Speaker,M. iPhone 7 Plus,"250,00",3,3,OK,2025-08-15,,,
21317,Alto-Falante iPhone 7 Plus,Manutenção Alto Falante,M. iPhone 7 Plus,"200,00",5,5,OK,2025-08-15,,,
21414,Carcaça iPhone 7 Plus - Rosê,Manutenção Carcaça/Vidro Traseiro,M. iPhone 7 Plus,"200,00",1,1,OK,2025-08-15,,,
21464,Carcaça iPhone 7 Plus - Dourada,Manutenção Carcaça/Vidro Traseiro,M. iPhone 7 Plus,"200,00",2,2,OK,2025-08-15,,,
21466,Carcaça iPhone 7 Plus - Red,Manutenção Carcaça/Vidro Traseiro,M. iPhone 7 Plus,"200,00",1,1,OK,2025-08-15,,,
21467,Carcaça iPhone 7 Plus - Prata,Manutenção Carcaça/Vidro Traseiro,M. iPhone 7 Plus,"200,00",5,5,OK,2025-08-15,,,
21601,Carcaça iPhone 7 Plus - Preto Fosco,Manutenção Carcaça/Vidro Traseiro,M. iPhone 7 Plus,"200,00",2,2,OK,2025-08-15,,,
22191,Antena Wi-Fi iPhone 7 Plus,Manutenção Wi-Fi,M. iPhone 7 Plus,"250,00",4,4,OK,2025-08-15,,,
23083,Motor do Vibra - iPhone 7 Plus,Manutenção Vibra / Volume / Power,M. iPhone 7 Plus,"300,00",3,3,OK,2025-08-15,,,
23897,Vidro e touchscreen com LCD iPhone 7 Plus - Preto,Manutenção LCD/ Touch,M. iPhone 7 Plus,"350,00",3,3,OK,2025-08-15,,,
23906,Vidro e touchscreen com LCD iPhone 7 Plus - Branco,Manutenção LCD/ Touch,M. iPhone 7 Plus,"350,00",3,3,OK,2025-08-15,,,
23938,Câmera Traseira para iPhone 7 Plus,Manutenção Câmera,M. iPhone 7 Plus,"200,00",1,1,OK,2025-08-15,,,
23940,Câmera Frontal e Sensor para iPhone 7 Plus,Manutenção Câmera,M. iPhone 7 Plus,"200,00",2,2,OK,2025-08-15,,,
23943,Flex de Conector de Carga para iPhone 7 Plus Branco,Manutenção Conector,M. iPhone 7 Plus,"300,00",2,2,OK,2025-08-15,,,
23945,Flex de Conector de Carga para iPhone 7 Plus Preto,Manutenção Conector,M. iPhone 7 Plus,"300,00",2,2,OK,2025-08-15,,,
24426,Lente de vidro da Câmera Traseira para iPhone 7 Plus - Preta,Manutenção Câmera,M. iPhone 7 Plus,"100,00",1,1,OK,2025-08-15,,,
21143,Câmera Frontal e Sensor de Proximidade - iPhone 7,Manutenção Câmera,M. iPhone 7,"0,00",2,2,OK,2025-08-15,,,
21145,Câmera Traseira - iPhone 7,Manutenção Câmera,M. iPhone 7,"0,00",2,2,OK,2025-08-15,,,
21149,Alto-Falante iPhone 7,Manutenção Alto Falante,M. iPhone 7,"200,00",4,4,OK,2025-08-15,,,
21267,Flex Power/Volume - iPhone 7,Manutenção Vibra / Volume / Power,M. iPhone 7,"200,00",3,3,OK,2025-08-15,,,
21288,Conector de Carga iPhone 7 - Branco,Manutenção Conector,M. iPhone 7,"0,00",1,1,OK,2025-08-15,,,
21289,Speaker - iPhone 7,Manutenção Speaker,M. iPhone 7,"200,00",7,5,Divergente,2025-08-15,,,
21295,Bateria de iPhone 7,Manutenção Bateria,M. iPhone 7,"250,00",4,4,OK,2025-08-15,,,
21458,Carcaça iPhone 7 - Prata,Manutenção Carcaça/Vidro Traseiro,M. iPhone 7,"200,00",2,2,OK,2025-08-15,,,
